Epoch, index,loss_style,loss_psi,total_loss
0,71,-4.453667163848877,3.5775341987609863,-0.8761329650878906
0,72,-4.270193576812744,3.4682674407958984,-0.8019261360168457
0,73,-5.426188945770264,3.7767889499664307,-1.649399995803833
0,74,-5.0689826011657715,3.597283124923706,-1.4716994762420654
0,75,-6.573509693145752,3.5862178802490234,-2.9872918128967285
0,76,-4.384089469909668,3.61564040184021,-0.768449068069458
0,77,-5.835700988769531,3.4966559410095215,-2.3390450477600098
0,78,-6.617515563964844,3.6798365116119385,-2.9376790523529053
0,79,-7.1604156494140625,3.7583858966827393,-3.4020297527313232
0,80,-7.451066493988037,3.526822805404663,-3.924243688583374
0,81,-4.352325916290283,3.3413901329040527,-1.0109357833862305
0,82,-4.357935905456543,3.315174102783203,-1.0427618026733398
0,83,-5.2295427322387695,3.276487350463867,-1.9530553817749023
0,84,-3.747205972671509,3.379326581954956,-0.36787939071655273
0,85,-6.405097007751465,3.6923646926879883,-2.7127323150634766
0,86,-5.2441558837890625,3.1417741775512695,-2.102381706237793
0,87,-6.561757564544678,3.1452958583831787,-3.416461706161499
0,88,-6.647931098937988,3.7126305103302,-2.935300588607788
0,89,-4.825475692749023,3.553633451461792,-1.2718422412872314
0,90,-4.894888401031494,3.3454532623291016,-1.5494351387023926
0,91,-5.578951835632324,3.4217982292175293,-2.157153606414795
0,92,-4.83341121673584,3.869215488433838,-0.964195728302002
0,93,-7.026916980743408,3.5333802700042725,-3.4935367107391357
0,94,-5.928989410400391,3.6982293128967285,-2.230760097503662
0,95,-6.663616180419922,3.397507429122925,-3.266108751296997
0,96,-5.319943904876709,3.6144518852233887,-1.7054920196533203
0,97,-5.155551433563232,3.285292863845825,-1.8702585697174072
0,98,-4.980851650238037,3.4048478603363037,-1.5760037899017334
0,99,-4.835609436035156,3.622551441192627,-1.2130579948425293
0,100,-5.156156063079834,3.475212574005127,-1.680943489074707
0,101,-5.624878406524658,3.1902666091918945,-2.4346117973327637
0,102,-4.8332648277282715,3.7542808055877686,-1.078984022140503
0,103,-4.6858038902282715,3.4318509101867676,-1.253952980041504
0,104,-4.834141254425049,3.6574084758758545,-1.1767327785491943
0,105,-4.9999284744262695,3.5484113693237305,-1.451517105102539
0,106,-5.87465238571167,3.9218995571136475,-1.9527528285980225
0,107,-6.086408615112305,3.260385274887085,-2.8260233402252197
0,108,-4.989850997924805,3.4647104740142822,-1.5251405239105225
0,109,-5.602757453918457,3.717790365219116,-1.8849670886993408
0,110,-5.616340160369873,3.6982054710388184,-1.9181346893310547
0,111,-4.67400598526001,4.0090765953063965,-0.6649293899536133
0,112,-7.494965553283691,3.624324321746826,-3.8706412315368652
0,113,-7.499958515167236,3.5152032375335693,-3.984755277633667
0,114,-7.187499523162842,3.801621437072754,-3.385878086090088
0,115,-4.999963283538818,3.8141632080078125,-1.1858000755310059
0,116,-5.141742706298828,3.4138641357421875,-1.7278785705566406
0,117,-4.530673503875732,3.5032265186309814,-1.027446985244751
0,118,-6.718749523162842,3.3248398303985596,-3.3939096927642822
0,119,-6.874997138977051,3.61293363571167,-3.262063503265381
